epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,29496,1.09923,0.98748,1.3482,0.85188,0.7991,0.88106,0.61074,1.06366,0.82067,1.26906,0.003367,0.003367,0.003367
136,29714.1,1.08463,0.99454,1.34194,0.8552,0.8006,0.88254,0.61123,1.06317,0.82006,1.26857,0.0033175,0.0033175,0.0033175
137,29932.2,1.08894,0.99119,1.34483,0.85401,0.80041,0.88206,0.61096,1.06263,0.81937,1.26798,0.003268,0.003268,0.003268
138,30149.5,1.08614,0.97763,1.34203,0.85463,0.80163,0.88291,0.6117,1.06228,0.81889,1.26761,0.0032185,0.0032185,0.0032185
139,30367.3,1.08229,0.96747,1.33575,0.8546,0.80294,0.88346,0.6112,1.06216,0.81858,1.26707,0.003169,0.003169,0.003169
140,30584.9,1.08972,0.98226,1.34186,0.85536,0.80143,0.88327,0.61155,1.06198,0.81862,1.26722,0.0031195,0.0031195,0.0031195
141,30802.5,1.0944,0.99348,1.34849,0.85473,0.80212,0.88362,0.61104,1.06213,0.81836,1.26725,0.00307,0.00307,0.00307
142,31020.1,1.07423,0.9834,1.33332,0.85511,0.80047,0.88374,0.61125,1.06239,0.81974,1.26704,0.0030205,0.0030205,0.0030205
143,31237.7,1.07934,0.98045,1.33416,0.85481,0.79854,0.88291,0.61136,1.06258,0.81971,1.26687,0.002971,0.002971,0.002971
144,31455.3,1.07946,0.97963,1.33406,0.85351,0.79937,0.88296,0.61153,1.06239,0.81972,1.26668,0.0029215,0.0029215,0.0029215
145,31673,1.06613,0.96423,1.33286,0.8543,0.79782,0.88312,0.61216,1.06244,0.81923,1.26666,0.002872,0.002872,0.002872
146,31890.6,1.0725,0.96449,1.33339,0.85414,0.79765,0.88326,0.6127,1.06189,0.81964,1.26626,0.0028225,0.0028225,0.0028225
147,32107.5,1.07064,0.98151,1.33556,0.85658,0.79741,0.88321,0.61192,1.06166,0.81963,1.26569,0.002773,0.002773,0.002773
148,32323.9,1.06611,0.9621,1.3305,0.85622,0.79714,0.88331,0.6134,1.06124,0.81944,1.26578,0.0027235,0.0027235,0.0027235
149,32540.6,1.06488,0.95329,1.33014,0.86372,0.7943,0.88431,0.61301,1.06139,0.82015,1.2656,0.002674,0.002674,0.002674
150,32756.8,1.06804,0.95619,1.33057,0.86092,0.79586,0.88389,0.6122,1.06159,0.81955,1.26564,0.0026245,0.0026245,0.0026245
151,32972.1,1.06781,0.95248,1.32878,0.86305,0.79552,0.88419,0.61247,1.06097,0.81984,1.26517,0.002575,0.002575,0.002575
152,33187.5,1.05855,0.94136,1.31741,0.86026,0.79664,0.88404,0.61271,1.0608,0.81956,1.26529,0.0025255,0.0025255,0.0025255
153,33402.9,1.05157,0.94959,1.3187,0.86065,0.79664,0.88409,0.61296,1.06039,0.81983,1.26481,0.002476,0.002476,0.002476
154,33617.9,1.05905,0.94163,1.32183,0.86063,0.79664,0.88409,0.61254,1.06039,0.81914,1.26493,0.0024265,0.0024265,0.0024265
155,33832.6,1.04964,0.95493,1.31637,0.86651,0.79741,0.88429,0.61398,1.06009,0.81979,1.26452,0.002377,0.002377,0.002377
156,34047.9,1.04964,0.93434,1.32112,0.86602,0.79741,0.88442,0.61361,1.05918,0.82081,1.26387,0.0023275,0.0023275,0.0023275
157,34263.5,1.04175,0.92455,1.31536,0.86582,0.79794,0.88466,0.61388,1.05903,0.82131,1.2637,0.002278,0.002278,0.002278
158,34478.8,1.0418,0.91974,1.31833,0.86845,0.79504,0.88388,0.61314,1.05877,0.82205,1.26355,0.0022285,0.0022285,0.0022285
159,34694.1,1.03941,0.92794,1.31177,0.87018,0.79459,0.88415,0.61361,1.05858,0.82245,1.26311,0.002179,0.002179,0.002179
160,34909.4,1.04417,0.9238,1.31735,0.87026,0.79463,0.88398,0.61403,1.0583,0.82248,1.26306,0.0021295,0.0021295,0.0021295
161,35125.4,1.04115,0.91962,1.31379,0.8657,0.79895,0.88397,0.61368,1.05752,0.82334,1.26262,0.00208,0.00208,0.00208
162,35340.6,1.03908,0.91373,1.31518,0.86789,0.7983,0.88342,0.61415,1.05704,0.82357,1.26249,0.0020305,0.0020305,0.0020305
163,35556.3,1.02692,0.90978,1.30057,0.86655,0.79815,0.88346,0.61426,1.05655,0.82464,1.26206,0.001981,0.001981,0.001981
164,35771.5,1.03663,0.91407,1.31421,0.86717,0.79901,0.88412,0.61398,1.05654,0.82563,1.26224,0.0019315,0.0019315,0.0019315
165,35986.3,1.03669,0.90454,1.31174,0.86515,0.79971,0.88422,0.61476,1.05577,0.82752,1.26165,0.001882,0.001882,0.001882
166,36201.3,1.02579,0.904,1.30312,0.85883,0.80045,0.88329,0.61425,1.05599,0.82848,1.26212,0.0018325,0.0018325,0.0018325
167,36416.4,1.01488,0.90322,1.29904,0.85765,0.80129,0.88339,0.61506,1.05617,0.82976,1.26202,0.001783,0.001783,0.001783
168,36631.9,1.02311,0.90823,1.30681,0.85709,0.79971,0.88314,0.6141,1.05585,0.83111,1.26204,0.0017335,0.0017335,0.0017335
169,36846.7,1.02215,0.89968,1.3003,0.85905,0.79971,0.88304,0.61494,1.05553,0.83263,1.26191,0.001684,0.001684,0.001684
170,37061.7,1.02203,0.90561,1.29901,0.85898,0.79813,0.88235,0.61506,1.05536,0.83466,1.26185,0.0016345,0.0016345,0.0016345
