epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,11585.9,1.10831,0.79508,1.33696,0.90125,0.87792,0.93888,0.69265,1.03632,0.75385,1.31081,0.00505,0.00505,0.00505
77,11870.7,1.09627,0.77565,1.33353,0.91365,0.87379,0.93595,0.68828,1.03746,0.74251,1.30521,0.004984,0.004984,0.004984
78,12157.6,1.09681,0.77019,1.32612,0.91763,0.87433,0.93483,0.69202,1.04097,0.73236,1.30816,0.004918,0.004918,0.004918
79,12444.4,1.08126,0.77002,1.3179,0.90583,0.88076,0.9382,0.69694,1.03862,0.73677,1.30518,0.004852,0.004852,0.004852
80,12729.4,1.10124,0.76431,1.32575,0.91556,0.89544,0.94472,0.69733,1.03933,0.7476,1.31292,0.004786,0.004786,0.004786
81,13011.5,1.0878,0.76009,1.31557,0.92549,0.86968,0.94144,0.69774,1.03665,0.74613,1.31317,0.00472,0.00472,0.00472
82,13296.1,1.08205,0.7729,1.32213,0.93111,0.8736,0.9433,0.69691,1.03474,0.73472,1.31516,0.004654,0.004654,0.004654
83,13582.8,1.07229,0.76117,1.30894,0.92756,0.87433,0.93632,0.69524,1.03307,0.71677,1.30562,0.004588,0.004588,0.004588
84,13870,1.07052,0.75634,1.30502,0.93,0.87253,0.94037,0.69787,1.03535,0.71681,1.30596,0.004522,0.004522,0.004522
85,14151.4,1.0711,0.74658,1.30679,0.90967,0.89228,0.94357,0.69363,1.03267,0.7021,1.30748,0.004456,0.004456,0.004456
86,14435.1,1.0703,0.73749,1.29429,0.91343,0.89029,0.94402,0.69528,1.02339,0.69531,1.30278,0.00439,0.00439,0.00439
87,14716.5,1.07026,0.74622,1.29898,0.93453,0.87138,0.94654,0.69997,1.02105,0.68507,1.29955,0.004324,0.004324,0.004324
88,15000.3,1.04987,0.74122,1.28401,0.9165,0.87433,0.94572,0.70353,1.01641,0.68551,1.3014,0.004258,0.004258,0.004258
89,15280.7,1.06681,0.73923,1.30324,0.91492,0.87253,0.94366,0.70267,1.01487,0.69091,1.30017,0.004192,0.004192,0.004192
90,15568.2,1.06679,0.7309,1.29656,0.91715,0.87445,0.94277,0.7046,1.01419,0.69536,1.30108,0.004126,0.004126,0.004126
91,15849.1,1.05977,0.73725,1.29645,0.9167,0.86931,0.94057,0.70125,1.02229,0.69495,1.31031,0.00406,0.00406,0.00406
92,16133.1,1.04887,0.73495,1.29193,0.92015,0.86715,0.94046,0.70089,1.01352,0.69646,1.30425,0.003994,0.003994,0.003994
93,17015.7,1.03526,0.70729,1.27011,0.91535,0.87433,0.94075,0.70684,1.00564,0.67964,1.28915,0.003928,0.003928,0.003928
94,17299.4,1.04748,0.71888,1.29065,0.92393,0.87227,0.94141,0.7054,1.00353,0.68093,1.28412,0.003862,0.003862,0.003862
